N,P,K,temperature,humidity,ph,rainfall,label
38,17,34,31,48,6,90.66,mango
1,132,200,16,82,5,66.57,grapes
101,72,53,28,83,6,90.71,banana
117,44,24,22,82,6,68.19,cotton
17,28,24,25,93,6,193.84,coconut
120,24,47,26,89,6,58.55,watermelon
16,80,20,31,56,7,122.01,pigeonpeas
76,33,42,26,84,7,184.66,rice
11,27,25,28,45,5,96.17,mango
40,4,33,26,97,5,143.88,coconut
98,68,44,26,82,5,101.04,banana
18,72,18,19,34,5,198.12,pigeonpeas
28,40,20,31,62,8,65.45,mothbeans
9,80,19,21,18,5,125.1,kidneybeans
26,74,20,24,58,5,93.31,pigeonpeas
105,22,54,27,90,6,21.35,muskmelon
61,53,43,26,81,6,223.37,rice
123,49,16,23,75,6,70.05,cotton
23,29,43,20,86,6,102.84,pomegranate
24,123,203,22,94,5,107.54,apple
0,23,15,22,93,7,109.86,orange
6,59,21,26,65,6,51.35,lentil
72,39,38,20,81,7,244.67,rice
7,6,33,28,93,6,171.7,coconut
33,58,22,28,87,6,45.12,mungbean
106,37,25,23,76,7,79.54,cotton
103,17,45,25,80,6,41.56,watermelon
8,133,195,20,80,6,71.3,grapes
10,41,19,26,41,5,44.14,mothbeans
104,13,49,26,88,6,61.28,watermelon
29,58,79,17,16,6,92.15,chickpea
99,39,18,19,68,6,87.85,maize
59,36,42,23,83,5,219.07,rice
10,79,18,21,55,5,183.44,pigeonpeas
12,129,203,22,91,6,117.75,apple
21,63,17,25,68,6,41.45,lentil
35,58,20,29,63,5,90.05,pigeonpeas
34,24,34,28,54,5,100.46,mango
19,39,17,29,81,6,44.47,mungbean
95,21,47,27,93,6,20.66,muskmelon
61,44,15,26,71,6,103.34,maize
86,26,27,27,52,6,192.43,coffee
38,62,25,32,67,7,63.38,blackgram
9,55,23,21,19,5,137.19,kidneybeans
117,81,45,25,79,5,107.39,banana
66,54,20,25,60,5,70.6,maize
3,59,23,27,82,6,52.53,mungbean
23,36,30,31,53,5,98.23,mango
109,36,18,25,76,7,62.51,cotton
34,28,7,31,91,6,104.9,orange
23,44,20,31,52,8,74.63,mothbeans
100,39,18,19,67,6,87.34,maize
87,39,38,25,87,6,175.53,jute
6,62,22,20,18,5,120.45,kidneybeans
24,5,31,28,89,6,171.37,coconut
105,87,53,25,84,6,113.87,banana
26,50,25,28,52,7,55.58,mothbeans
137,36,18,23,84,6,70.2,cotton
22,23,44,20,89,6,107.34,pomegranate
88,54,38,24,83,6,230.97,rice
109,79,45,27,79,6,108.66,banana
99,57,38,24,82,6,156.36,jute
13,57,14,21,22,5,144.54,kidneybeans
116,80,52,29,77,5,98.41,banana
27,9,33,27,97,6,153.15,coconut
89,43,36,23,83,7,240.85,rice
13,60,25,17,20,5,128.26,kidneybeans
104,80,54,27,81,5,110.13,banana
45,57,46,22,91,6,160.48,papaya
107,8,46,25,90,6,44.4,watermelon
78,46,42,23,78,7,155.39,jute
91,7,53,25,89,6,43.53,watermelon
28,80,17,19,18,5,144.16,kidneybeans
6,8,9,24,92,6,119.11,orange
95,57,41,23,73,6,184.77,jute
11,39,20,29,63,8,70.45,mothbeans
84,39,42,24,88,7,168.9,jute
2,136,203,17,80,6,72.11,grapes
81,36,38,23,87,6,150.32,jute
62,49,37,24,82,7,166.14,jute
22,71,17,18,19,5,107.69,kidneybeans
89,22,52,24,86,6,53.15,watermelon
8,38,32,29,46,4,91.41,mango
49,54,49,25,93,6,95.7,papaya
90,58,34,23,81,6,164.76,jute
3,67,24,17,19,5,103.29,kidneybeans
94,70,48,25,84,6,91.46,banana
18,5,11,20,90,6,102.46,orange
115,24,50,29,93,6,27.83,muskmelon
35,25,27,30,50,6,94.09,mango
106,21,52,28,94,6,23.04,muskmelon
4,13,4,15,94,7,99.64,orange
40,75,19,22,60,4,161.26,pigeonpeas
26,71,15,29,57,6,122.7,pigeonpeas
68,60,41,21,80,6,212.97,rice
62,58,46,26,90,6,145.14,papaya
56,55,78,17,18,8,68.07,chickpea
83,40,40,25,88,7,171.91,jute
80,77,47,26,79,5,112.95,banana
89,41,43,20,82,6,202.16,rice
82,14,49,29,91,6,23.42,muskmelon
37,49,25,29,85,6,41.39,mungbean
84,37,42,25,80,6,169.05,jute
18,19,27,27,52,4,94.11,mango
28,62,78,18,14,6,71.22,chickpea
1,29,29,27,49,6,93.53,mango
94,54,41,26,82,5,193.32,rice
78,60,17,20,63,6,109.53,maize
134,56,18,23,83,6,69.62,cotton
0,49,19,29,87,7,43.47,mungbean
19,26,30,32,48,5,93.36,mango
16,55,19,19,47,6,192.44,pigeonpeas
96,40,38,23,72,6,189.06,jute
117,25,53,29,92,6,24.52,muskmelon
32,11,30,29,92,6,131.01,coconut
99,41,21,22,84,7,93.32,cotton
38,77,14,21,61,5,41.61,lentil
130,37,19,23,75,6,91.16,cotton
0,60,23,27,88,7,43.24,mungbean
63,35,22,23,62,5,64.32,maize
20,7,45,18,89,6,112.48,pomegranate
22,8,33,28,95,5,203.93,coconut
34,47,17,27,85,6,51.59,mungbean
3,47,19,25,65,4,73.36,mothbeans
94,74,51,25,81,5,108.82,banana
93,57,36,20,83,6,278.02,rice
39,74,74,19,15,8,69.23,chickpea
14,24,25,26,96,5,134.67,coconut
5,77,18,31,66,6,174.49,pigeonpeas
9,78,21,23,23,5,112.01,kidneybeans
55,67,16,34,69,6,70.27,blackgram
78,59,16,24,68,6,63.62,maize
47,46,52,23,91,6,206.4,papaya
94,54,17,23,61,5,107.32,maize
5,76,19,30,66,6,175.83,pigeonpeas
119,8,49,26,84,6,40.83,watermelon
94,53,40,20,82,5,241.97,rice
88,29,51,24,88,6,48.46,watermelon
3,134,201,28,80,5,74.41,grapes
36,77,17,36,32,5,190.49,pigeonpeas
33,48,45,29,93,6,209.23,papaya
31,52,16,28,85,6,49.5,mungbean
32,70,78,17,16,7,75.36,chickpea
10,78,22,23,22,5,112.66,kidneybeans
14,17,30,29,52,5,95.75,mango
83,9,45,25,89,6,46.85,watermelon
44,75,22,30,64,7,71.21,blackgram
23,64,19,19,56,4,194.37,pigeonpeas
24,44,17,29,80,6,50.66,mungbean
40,140,195,14,80,6,71.63,grapes
70,47,17,24,70,6,104.16,maize
41,61,73,18,17,7,80.47,chickpea
136,36,25,22,80,7,90.16,cotton
49,69,82,18,15,7,82.37,chickpea
1,48,24,29,85,6,59.04,mungbean
100,16,56,24,86,6,44.59,watermelon
107,21,26,26,55,7,144.69,coffee
59,69,86,17,18,7,81.27,chickpea
21,25,28,27,47,5,97.19,mango
27,56,18,19,20,5,97.36,kidneybeans
71,41,38,24,89,6,167.64,jute
74,51,17,26,71,6,81.8,maize
40,64,50,35,90,6,165.45,papaya
102,37,25,25,77,5,72.83,cotton
33,63,47,23,93,6,190.47,papaya
33,57,17,27,88,6,57.8,mungbean
90,60,23,18,71,5,68.15,maize
72,60,25,18,69,5,88.24,maize
98,70,46,26,82,5,98.61,banana
0,145,204,21,89,5,113.42,apple
84,38,40,21,82,6,277.78,rice
13,36,29,31,47,4,90.47,mango
38,120,197,17,82,6,73.77,grapes
61,38,20,18,62,5,65.44,maize
10,59,22,27,88,7,51.07,mungbean
19,24,15,20,93,7,111.84,orange
93,38,39,24,86,6,177.42,jute
56,74,14,30,59,7,67.8,blackgram
17,57,20,28,45,3,66.18,mothbeans
9,77,17,18,63,6,43.09,lentil
2,21,44,18,87,6,102.8,pomegranate
0,55,25,28,43,4,45.78,mothbeans
33,59,22,22,21,5,122.39,kidneybeans
133,57,19,23,75,7,84.13,cotton
83,58,23,19,59,6,65.51,maize
65,59,42,21,81,5,226.58,rice
98,7,45,27,92,6,26.85,muskmelon
111,88,55,29,78,5,96.45,banana
100,40,35,27,54,6,177.82,coffee
94,54,17,23,61,5,106.34,maize
11,76,18,18,62,6,44.31,lentil
113,28,48,28,92,6,24.44,muskmelon
28,22,43,19,87,5,106.87,pomegranate
7,144,195,22,93,5,104.65,apple
140,34,15,25,84,5,85.33,cotton
19,79,18,20,67,6,43.27,lentil
89,39,40,25,82,6,192.1,jute
89,83,48,28,77,5,110.26,banana
62,44,42,25,82,5,209.74,rice
22,78,74,17,18,8,75.14,chickpea
33,36,19,27,86,7,44.5,mungbean
85,36,38,24,82,6,226.21,rice
4,19,43,18,93,5,106.36,pomegranate
33,4,27,25,90,5,149.03,coconut
40,65,16,16,25,5,138.8,kidneybeans
106,4,52,26,90,6,58.55,watermelon
63,58,50,43,94,6,41.59,papaya
14,72,19,18,34,4,164.38,pigeonpeas
17,56,21,27,64,6,50.84,lentil
76,54,45,24,77,6,184.98,jute
27,80,21,28,62,7,46.33,lentil
63,53,39,26,78,6,184.19,jute
6,143,195,23,94,6,112.55,apple
84,39,43,25,87,7,170.98,jute
8,59,18,29,35,6,187.9,pigeonpeas
16,29,27,28,90,5,204.75,coconut
117,76,45,25,77,6,93.05,banana
2,72,24,36,57,6,122.28,pigeonpeas
40,27,45,21,94,5,112.43,pomegranate
100,79,52,27,77,6,110.03,banana
39,7,29,27,94,6,150.2,coconut
1,75,18,28,52,6,146.35,pigeonpeas
54,76,85,16,16,7,85.21,chickpea
112,25,51,25,85,6,56.72,watermelon
38,14,29,26,91,5,195.29,coconut
13,75,25,24,56,6,118.43,pigeonpeas
8,23,44,18,89,7,108.48,pomegranate
51,67,77,17,17,6,85.8,chickpea
121,44,21,22,81,6,63.21,cotton
73,57,19,20,57,6,61.0,maize
61,48,45,20,83,6,241.33,rice
2,58,20,25,46,9,55.14,mothbeans
29,70,15,30,63,6,74.17,blackgram
55,58,76,18,18,7,81.12,chickpea
77,58,15,25,67,6,64.98,maize
96,8,51,24,87,6,50.47,watermelon
22,55,20,33,69,7,61.16,blackgram
61,52,40,25,84,6,205.75,rice
18,134,193,41,82,6,64.85,grapes
2,143,196,22,90,5,109.89,apple
84,54,37,24,73,6,152.13,jute
70,59,21,26,59,6,84.65,maize
33,65,46,41,90,6,198.4,papaya
18,77,23,34,38,5,149.64,pigeonpeas
77,37,22,25,63,6,75.07,maize
99,6,45,26,86,6,40.71,watermelon
126,47,25,24,81,6,60.28,cotton
13,28,34,28,95,5,149.22,coconut
40,29,42,24,89,7,110.7,pomegranate
21,19,31,25,100,5,165.29,coconut
33,48,47,41,90,6,180.35,papaya
37,64,53,22,91,6,207.67,papaya
36,38,14,28,87,6,57.23,mungbean
76,44,15,20,62,5,63.72,maize
61,64,52,43,92,6,110.56,papaya
75,49,16,19,69,5,84.26,maize
8,28,30,25,93,6,134.78,coconut
44,56,49,39,91,6,64.45,papaya
11,27,30,27,48,6,88.39,mango
32,56,18,20,65,7,46.05,lentil
80,52,39,26,76,7,197.21,jute
24,140,205,12,83,5,68.67,grapes
28,130,196,22,94,6,112.92,apple
26,32,32,30,49,6,90.14,mango
41,62,74,18,18,7,80.44,chickpea
61,43,17,26,70,6,101.73,maize
30,137,200,22,90,5,118.6,apple
33,44,21,28,82,6,36.97,mungbean
29,75,16,28,63,7,67.63,blackgram
26,62,17,29,65,6,44.09,lentil
25,46,20,28,82,6,53.91,mungbean
32,40,15,28,61,7,67.39,mothbeans
115,17,53,29,94,6,22.07,muskmelon
80,44,43,24,74,6,173.06,jute
6,72,15,22,66,7,54.49,lentil
121,45,22,22,81,6,64.23,cotton
13,16,8,34,93,6,100.2,orange
104,46,17,24,77,7,91.98,cotton
101,33,33,26,62,6,142.86,coffee
31,78,74,18,16,8,88.18,chickpea
72,57,20,19,58,6,59.34,maize
12,60,24,18,69,7,48.62,lentil
24,21,11,32,89,6,103.4,orange
101,87,54,29,76,6,100.17,banana
18,30,28,29,91,5,225.43,coconut
19,51,25,26,48,3,43.88,mothbeans
40,21,27,27,99,5,173.79,coconut
93,83,46,29,83,5,109.25,banana
101,69,48,25,74,6,117.94,banana
25,67,20,20,22,5,105.92,kidneybeans
5,45,21,28,88,6,43.05,mungbean
86,47,37,23,79,7,189.75,jute
24,64,18,33,32,4,105.37,pigeonpeas
24,130,195,29,81,6,67.13,grapes
90,59,34,24,89,7,173.96,jute
21,38,20,29,86,6,36.29,mungbean
39,5,29,28,98,5,160.44,coconut
9,69,20,19,23,5,129.34,kidneybeans
31,13,33,27,95,5,205.55,coconut
13,66,16,30,34,5,178.29,pigeonpeas
96,46,22,20,69,6,66.29,maize
37,9,31,28,95,6,222.97,coconut
3,43,17,29,61,8,72.44,mothbeans
68,53,43,39,90,6,123.35,papaya
116,43,24,24,78,7,67.25,cotton
95,74,50,25,80,6,112.07,banana
90,92,55,27,80,6,97.33,banana
106,91,50,27,83,6,106.78,banana
31,69,19,20,46,6,195.17,pigeonpeas
34,76,80,20,15,7,65.24,chickpea
9,137,200,21,90,5,102.8,apple
5,16,37,19,90,5,108.17,pomegranate
46,79,77,17,15,6,65.26,chickpea
33,58,24,35,68,5,108.63,pigeonpeas
37,65,16,22,18,5,63.59,kidneybeans
36,79,19,33,48,7,99.34,pigeonpeas
83,57,19,25,70,6,98.58,maize
32,58,21,22,21,5,119.93,kidneybeans
33,73,23,29,59,5,103.33,pigeonpeas
58,61,48,43,93,6,114.66,papaya
109,91,51,27,82,6,104.07,banana
26,63,16,29,66,6,44.19,lentil
70,52,41,26,74,6,179.93,jute
99,55,35,21,80,6,277.96,rice
7,28,35,30,46,4,96.64,mango
30,65,25,32,64,7,71.51,blackgram
89,86,54,28,84,5,98.57,banana
108,35,25,23,61,6,161.53,coffee
10,61,19,18,22,5,136.08,kidneybeans
26,120,199,30,82,5,70.05,grapes
16,130,201,29,82,5,68.85,grapes
100,76,45,25,75,5,102.79,banana
28,58,24,19,18,5,143.76,kidneybeans
27,80,15,19,21,5,84.19,kidneybeans
59,51,35,22,83,6,256.54,rice
107,88,54,29,78,5,98.69,banana
40,79,17,21,63,6,38.72,lentil
31,59,24,25,65,7,51.21,lentil
84,36,28,26,55,6,140.63,coffee
43,75,22,29,63,7,72.22,blackgram
83,17,46,26,93,6,25.4,muskmelon
31,55,54,37,92,6,160.63,papaya
36,140,198,23,91,6,104.43,apple
80,42,36,24,82,6,295.84,rice
94,37,40,24,87,6,178.92,jute
50,74,17,27,63,6,73.85,blackgram
2,123,198,39,82,6,70.4,grapes
130,38,18,23,75,6,88.55,cotton
8,65,20,30,33,5,157.19,pigeonpeas
20,61,16,25,68,6,41.4,lentil
59,60,84,19,18,7,94.71,chickpea
7,77,23,19,20,5,97.83,kidneybeans
119,23,46,26,89,6,57.85,watermelon
36,27,26,26,95,6,171.63,coconut
27,56,20,29,87,6,51.54,mungbean
10,34,32,29,49,6,97.55,mango
17,64,16,21,24,5,126.61,kidneybeans
108,59,16,22,77,6,99.05,cotton
27,81,22,28,61,7,45.71,lentil
84,57,44,25,83,5,244.71,rice
40,61,23,20,66,6,43.01,lentil
19,77,22,34,38,5,149.62,pigeonpeas
-1,55,22,22,20,5,142.93,kidneybeans
11,80,19,21,65,5,36.1,lentil
24,27,34,28,95,6,145.06,coconut
17,58,20,28,85,6,39.24,mungbean
32,130,196,40,81,6,74.03,grapes
10,27,30,27,48,6,89.86,mango
101,87,53,29,76,6,99.87,banana
8,133,193,20,80,6,71.57,grapes
133,47,24,24,79,7,90.8,cotton
114,27,48,27,93,6,26.32,muskmelon
14,55,15,27,55,8,73.45,mothbeans
42,73,25,34,67,6,73.24,blackgram
66,53,19,23,60,6,65.5,maize
22,11,29,28,95,5,218.01,coconut
86,79,45,27,82,5,99.21,banana
99,16,30,23,65,6,186.17,coffee
108,92,53,27,82,6,105.75,banana
94,54,40,26,82,5,194.19,rice
36,60,20,29,60,7,44.51,lentil
9,79,18,21,55,5,184.62,pigeonpeas
61,68,50,35,91,6,243.07,papaya
28,67,21,21,63,6,46.62,lentil
25,54,19,28,89,6,49.82,mungbean
18,77,16,20,22,5,68.49,kidneybeans
67,59,41,21,80,6,213.36,rice
34,70,22,34,63,7,67.16,blackgram
34,56,26,27,42,8,71.28,mothbeans
93,88,47,28,85,5,108.42,banana
13,121,203,9,84,6,73.73,grapes
8,14,33,28,98,5,214.45,coconut
57,63,55,26,93,6,64.1,papaya
31,25,38,24,92,6,109.42,pomegranate
87,35,25,21,63,6,65.89,maize
24,67,22,20,22,5,103.31,kidneybeans
84,50,44,25,81,5,182.65,rice
34,58,19,29,63,5,89.4,pigeonpeas
110,85,45,28,76,6,110.8,banana
97,49,40,24,80,7,259.8,rice
84,57,25,22,67,6,64.41,maize
90,42,42,20,82,6,203.4,rice
89,83,47,28,77,5,109.54,banana
18,55,24,22,56,6,135.37,pigeonpeas
83,49,45,25,81,5,180.89,rice
107,87,56,26,84,5,112.74,banana
81,48,21,17,61,5,105.19,maize
132,52,19,24,76,6,61.95,cotton
12,80,18,21,65,5,37.44,lentil
39,64,55,35,92,6,236.2,papaya
6,58,19,26,66,6,48.85,lentil
74,56,21,18,67,6,80.38,maize
93,26,27,24,56,7,137.7,coffee
23,60,18,19,61,6,43.99,lentil
63,37,42,23,84,6,186.23,jute
35,135,207,11,80,5,73.1,grapes
102,71,48,28,79,5,102.46,banana
58,61,51,43,93,6,106.09,papaya
57,58,75,17,18,7,88.09,chickpea
35,66,46,31,91,6,49.69,papaya
82,23,48,26,87,6,50.14,watermelon
25,8,32,25,94,6,144.27,coconut
34,140,196,16,82,6,65.48,grapes
67,43,37,25,71,7,196.63,jute
28,72,84,18,19,6,71.58,chickpea
37,136,203,25,82,6,73.17,grapes
35,66,47,31,91,6,48.84,papaya
95,26,45,29,94,6,28.16,muskmelon
7,72,27,27,64,7,45.14,lentil
9,140,197,22,90,6,124.47,apple
29,57,15,27,85,7,51.35,mungbean
77,58,19,22,56,5,101.6,maize
10,45,25,30,41,8,58.69,mothbeans
0,66,22,29,70,6,51.41,lentil
104,17,46,25,80,6,43.09,watermelon
2,24,38,24,91,5,111.97,pomegranate
59,69,83,19,18,6,83.36,chickpea
91,55,15,18,72,6,78.96,maize
76,51,18,26,71,6,79.85,maize
35,17,26,31,50,5,97.39,mango
110,39,26,24,84,6,91.39,cotton
31,11,45,24,86,6,107.64,pomegranate
19,78,20,19,66,6,43.32,lentil
83,11,53,29,92,6,21.97,muskmelon
95,16,45,27,89,6,22.84,muskmelon
63,50,49,28,92,6,115.48,papaya
30,17,31,31,54,6,94.63,mango
38,56,25,25,45,7,67.43,mothbeans
3,34,22,27,86,7,41.55,mungbean
85,58,23,22,68,6,64.35,maize
103,33,25,27,55,6,139.5,coffee
20,122,204,11,80,6,65.07,grapes
75,60,39,20,80,6,207.53,rice
100,34,33,27,61,6,143.59,coffee
84,51,34,22,79,6,197.07,rice
97,22,50,26,86,6,58.98,watermelon
21,38,29,31,53,5,100.22,mango
2,73,17,26,61,7,50.98,lentil
92,13,49,28,92,6,27.45,muskmelon
36,58,25,28,59,8,36.21,mothbeans
4,125,203,27,82,5,68.92,grapes
40,73,20,21,20,5,61.14,kidneybeans
80,90,47,26,79,6,107.39,banana
37,24,13,19,90,7,108.02,orange
28,37,28,32,50,6,98.63,mango
30,29,36,27,92,6,142.53,coconut
29,17,30,31,55,6,95.43,mango
33,23,45,20,85,7,112.34,pomegranate
91,38,36,26,77,7,157.85,jute
-1,28,30,27,98,5,171.91,coconut
12,58,24,21,63,6,50.61,lentil
18,125,203,22,91,6,102.56,apple
43,55,25,29,65,7,73.21,blackgram
140,38,15,24,75,6,69.92,cotton
27,61,78,18,14,6,71.27,chickpea
16,79,19,31,57,7,122.68,pigeonpeas
72,51,40,23,74,7,199.48,jute
76,43,45,25,84,6,169.97,jute
38,57,18,29,45,6,164.68,pigeonpeas
32,75,22,23,50,4,194.11,pigeonpeas
101,70,47,28,78,5,101.71,banana
68,41,16,21,57,6,102.09,maize
39,35,23,29,60,9,33.34,mothbeans
75,37,36,22,79,5,223.56,rice
110,78,46,27,79,6,109.71,banana
74,39,38,23,84,7,233.07,rice
6,21,35,25,94,5,131.83,coconut
42,52,46,23,94,6,232.69,papaya
111,50,15,25,80,7,84.62,cotton
75,53,35,26,84,7,256.69,rice
4,80,16,29,68,7,44.93,lentil
82,43,38,23,81,5,242.32,rice
28,76,74,17,15,7,70.57,chickpea
25,72,22,19,22,5,63.07,kidneybeans
24,33,35,29,54,5,100.76,mango
38,70,52,26,91,6,59.61,papaya
131,38,19,23,75,6,90.45,cotton
56,57,48,31,93,6,63.62,papaya
90,85,52,25,81,5,116.98,banana
49,69,82,18,15,7,82.94,chickpea
77,36,37,26,81,6,194.58,rice
8,73,24,27,63,7,44.35,lentil
89,47,38,25,72,6,151.89,jute
16,143,197,22,93,5,116.93,apple
40,5,29,28,97,5,160.39,coconut
110,21,54,26,88,6,49.39,watermelon
25,65,24,18,65,6,51.28,lentil
97,70,47,26,83,5,100.7,banana
34,15,34,27,91,5,224.7,coconut
20,29,10,29,93,7,100.7,orange
110,5,52,26,88,6,44.34,watermelon
14,74,13,28,65,6,50.3,lentil
62,42,37,22,82,6,249.1,rice
89,45,41,23,81,7,249.69,rice
71,52,43,26,73,6,180.73,jute
3,135,194,22,91,6,108.04,apple
71,39,37,20,82,7,243.54,rice
58,67,44,38,92,6,65.19,papaya
123,44,21,25,75,7,91.4,cotton
32,66,17,34,65,7,70.14,blackgram
12,72,23,29,45,6,173.29,pigeonpeas
85,22,53,25,89,6,59.46,watermelon
25,22,25,33,45,5,95.71,mango
82,75,53,27,78,6,92.43,banana
65,38,44,23,71,6,183.17,jute
35,55,22,30,52,8,55.52,mothbeans
3,141,197,21,91,6,115.48,apple
6,48,24,28,84,6,48.48,mungbean
90,47,45,23,70,6,153.02,jute
23,5,30,28,89,6,175.46,coconut
29,140,195,23,90,5,116.74,apple
21,51,15,29,89,6,48.3,mungbean
26,17,42,19,89,6,108.23,pomegranate
58,71,15,27,67,6,74.01,blackgram
32,60,83,19,19,8,91.76,chickpea
2,9,42,24,89,6,104.37,pomegranate
105,60,23,23,77,6,87.54,cotton
81,45,23,19,68,6,84.23,maize
60,46,22,24,65,6,87.93,maize
52,50,53,38,92,6,209.3,papaya
26,23,29,28,92,5,146.46,coconut
84,57,40,21,80,7,225.76,rice
87,38,29,25,57,6,156.15,coffee
68,41,42,23,76,6,158.0,jute
108,72,46,25,84,6,90.95,banana
101,10,47,25,83,6,57.57,watermelon
70,54,35,26,70,7,198.41,jute
16,66,15,18,62,6,50.42,lentil
34,65,19,23,63,5,45.4,lentil
33,60,82,19,19,8,90.2,chickpea
15,55,15,33,39,7,177.64,pigeonpeas
84,28,48,29,94,6,19.11,muskmelon
34,71,79,17,15,7,74.64,chickpea
5,64,18,18,68,6,49.27,lentil
4,30,44,21,93,5,106.91,pomegranate
99,69,45,26,82,5,102.07,banana
33,47,48,40,91,6,179.78,papaya
31,56,23,31,35,5,174.57,pigeonpeas
99,38,21,22,71,6,67.73,maize
108,78,45,27,79,6,107.74,banana
21,26,27,27,47,5,95.85,mango
107,10,49,25,89,6,45.25,watermelon
9,60,23,31,57,6,64.26,mothbeans
122,44,21,22,80,6,62.66,cotton
14,63,17,27,69,7,40.84,lentil
92,81,52,28,76,5,103.7,banana
44,64,54,29,91,6,232.7,papaya
41,78,19,25,60,6,69.47,blackgram
36,56,83,18,19,7,69.1,chickpea
76,51,42,23,83,6,167.69,jute
9,135,202,21,91,6,106.57,apple
87,52,42,25,82,6,234.39,rice
88,44,35,21,79,6,185.89,rice
7,21,35,25,94,5,131.25,coconut
105,95,48,27,83,5,101.11,banana
46,76,75,18,20,6,84.95,chickpea
17,54,23,22,55,6,137.45,pigeonpeas
20,72,16,29,66,6,152.44,pigeonpeas
0,74,17,23,64,7,47.02,lentil
27,59,20,28,52,4,36.01,mothbeans
34,50,17,28,50,3,39.38,mothbeans
9,37,22,28,89,7,58.53,mungbean
64,40,43,25,86,7,195.99,jute
72,38,38,23,84,7,231.5,rice
12,67,25,25,61,7,48.31,lentil
40,71,76,17,16,7,88.27,chickpea
116,38,34,23,50,6,183.47,coffee
22,17,33,30,52,6,93.92,mango
10,77,17,20,55,5,184.57,pigeonpeas
85,79,45,27,82,5,100.02,banana
106,59,21,23,76,6,88.84,cotton
32,78,22,23,62,7,53.41,lentil
35,69,23,16,24,5,75.45,kidneybeans
94,39,18,23,57,5,102.83,maize
25,7,35,28,99,5,189.67,coconut
25,63,19,15,21,5,95.74,kidneybeans
20,72,19,32,64,7,65.82,blackgram
16,15,30,29,95,6,209.62,coconut
31,70,77,20,14,6,90.46,chickpea
13,5,41,19,89,6,108.69,pomegranate
78,36,21,25,63,6,73.8,maize
18,21,35,23,94,6,111.14,pomegranate
53,67,17,31,69,7,61.47,blackgram
94,74,50,25,80,5,108.35,banana
27,21,28,28,92,5,145.78,coconut
81,25,49,29,93,6,26.26,muskmelon
92,7,48,26,86,6,54.39,watermelon
64,52,37,26,79,6,183.61,jute
118,18,55,25,83,6,47.31,watermelon
30,45,15,29,82,6,50.76,mungbean
83,56,41,21,80,7,228.32,rice
114,79,51,26,82,6,112.07,banana
11,5,7,30,92,6,108.34,orange
36,6,12,26,91,7,102.0,orange
22,72,85,18,15,6,89.51,chickpea
83,45,22,18,58,5,79.75,maize
90,44,38,23,83,7,241.2,rice
69,64,47,40,94,6,186.68,papaya
21,72,17,31,66,7,61.71,blackgram
37,30,34,27,53,6,99.35,mango
41,52,47,23,94,6,230.91,papaya
11,18,31,27,52,5,92.18,mango
117,86,53,25,83,5,115.86,banana
39,36,22,29,61,9,33.82,mothbeans
15,74,22,18,23,5,86.37,kidneybeans
24,80,19,29,69,6,65.66,blackgram
111,79,53,28,75,6,119.7,banana
33,62,54,27,90,6,240.09,papaya
82,39,41,23,83,6,299.04,rice
39,139,201,41,81,5,68.69,grapes
89,9,47,29,90,6,28.75,muskmelon
27,57,24,27,43,6,142.33,pigeonpeas
12,47,21,29,88,6,45.7,mungbean
6,11,29,27,99,5,200.42,coconut
82,39,39,23,84,6,297.33,rice
93,20,50,29,93,6,24.35,muskmelon
59,54,33,26,80,7,152.03,jute
79,45,43,25,79,7,187.17,jute
91,13,47,29,92,6,27.96,muskmelon
13,131,197,33,84,5,67.44,grapes
2,123,205,22,90,5,124.98,apple
42,53,48,23,94,6,231.52,papaya
25,48,21,28,84,6,53.23,mungbean
29,139,205,23,93,6,116.69,apple
43,58,55,34,91,6,99.0,papaya
4,77,19,31,66,6,175.72,pigeonpeas
34,140,198,21,93,5,115.18,apple
35,125,204,19,80,6,73.7,grapes
84,25,47,25,88,6,60.24,watermelon
117,42,24,24,78,7,72.45,cotton
64,53,38,26,78,6,183.41,jute
4,20,25,28,47,5,99.98,mango
16,76,21,31,36,6,100.72,pigeonpeas
88,59,17,25,56,5,102.91,maize
64,45,43,25,83,5,209.9,rice
79,59,17,20,64,6,108.25,maize
95,16,55,25,87,6,40.13,watermelon
18,122,204,11,80,6,66.28,grapes
75,47,39,24,83,5,196.73,rice
3,59,17,25,40,4,101.6,pigeonpeas
108,93,44,27,84,6,91.63,banana
21,133,201,23,81,6,67.36,grapes
39,28,10,31,91,7,109.15,orange
24,74,21,19,32,4,177.27,pigeonpeas
88,45,41,22,83,6,195.02,rice
95,75,51,25,80,6,109.16,banana
22,44,22,31,51,8,74.52,mothbeans
34,45,21,28,82,6,37.01,mungbean
95,41,39,23,72,6,188.05,jute
59,70,82,17,18,7,82.73,chickpea
9,58,23,28,88,7,36.19,mungbean
112,73,48,29,77,5,90.67,banana
33,77,21,30,65,7,71.65,blackgram
95,50,35,26,83,5,287.52,rice
5,16,26,34,48,6,90.33,mango
40,55,18,30,40,7,47.4,mothbeans
12,22,4,19,90,7,100.45,orange
66,60,38,24,78,7,162.74,jute
99,36,20,20,65,6,78.35,maize
11,37,30,31,47,4,90.29,mango
22,4,31,29,92,5,206.84,coconut
89,23,51,28,90,6,27.8,muskmelon
62,59,41,24,74,7,192.49,jute
2,40,27,29,48,5,91.02,mango
52,55,55,33,91,6,234.93,papaya
31,48,17,28,86,6,53.8,mungbean
